EmployeeID,FirstName,LastName,Department,JobTitle,HireDate,Salary,BonusPercent,City,State,Country,Email,PhoneNumber,PerformanceScore,ManagerID,LeavesTaken,OvertimeHours,ProjectsHandled,Gender,Age
313,Eric,Smith,Finance,Manager,2019-11-16,99662.53,11.5,North Karlview,West Virginia,India,joshua33@harrison.com,+1-631-600-8788x5973,Excellent,39,2,48,3,Male,47
314,Chad,Butler,IT,Analyst,2016-01-01,115006.29,17.85,New Jill,New York,India,william79@yahoo.com,(969)396-3663,Excellent,28,22,13,3,Male,43
315,Stephen,Martin,HR,Developer,2018-01-22,89624.0,12.12,Jacksonhaven,Pennsylvania,India,mirandagardner@gmail.com,930-596-2267x7365,Excellent,44,13,44,1,Female,42
316,Stephanie,Daniels,IT,Coordinator,2019-10-06,50847.28,18.43,Kingshire,Minnesota,India,mmartinez@rivera.org,(036)181-4405x88149,Poor,1,4,19,10,Female,48
317,Todd,Flores,Marketing,Developer,2017-11-18,53661.31,9.05,Port Clayton,Louisiana,India,robinsonbenjamin@gmail.com,2657633581,Good,17,1,5,4,Male,43
318,Sara,Frey,Operations,Executive,2023-10-15,105748.61,19.93,Aliceview,Louisiana,India,carlyhall@hotmail.com,+1-054-544-0786x1400,Average,29,13,31,5,Male,25
319,William,Moore,HR,Analyst,2021-05-08,93752.78,17.98,Jensenmouth,Oregon,India,anthonydelacruz@lambert.biz,(492)309-5420x264,Poor,2,30,17,7,Female,54
320,Nathan,Petty,IT,Developer,2022-03-29,68673.77,12.49,Sheilaberg,Arkansas,India,promero@buchanan.com,+1-110-380-7094x2454,Good,24,2,30,6,Female,28
321,Jesus,Todd,IT,Manager,2023-03-14,50040.31,12.18,West Nicholas,Tennessee,India,tylerowen@fox.com,627-069-0988,Good,43,25,43,2,Male,39
322,Ronald,Cordova,Marketing,Manager,2024-09-24,42445.86,11.14,Lopezburgh,Tennessee,India,dennis91@harris-vazquez.com,001-571-489-1860x162,Good,11,25,22,15,Male,28
323,Nicole,Mclaughlin,Finance,Analyst,2023-05-23,102030.22,19.97,Richardview,Rhode Island,India,meltonkimberly@yahoo.com,326.341.7861x683,Excellent,43,14,1,5,Female,35
324,Daniel,Pearson,Marketing,Developer,2021-10-03,82696.27,11.82,Port Joel,West Virginia,India,ccaldwell@yahoo.com,648-356-2344,Excellent,47,11,4,5,Female,37
325,Brandon,Tapia,Marketing,Executive,2023-02-16,117438.85,15.05,Kellymouth,New Hampshire,India,alexanderhughes@yahoo.com,825.094.4704,Excellent,26,4,16,5,Male,50
326,Lisa,King,IT,Manager,2022-08-10,38955.31,14.85,Rogersberg,Nebraska,India,dclark@gmail.com,001-529-680-9477x9695,Average,10,26,23,6,Male,36
327,Melissa,Taylor,IT,Analyst,2024-05-18,92364.77,5.5,Melissaland,Wyoming,India,wsmith@yahoo.com,8131960962,Good,19,12,49,13,Male,34
328,Stephen,Holland,Marketing,Executive,2025-03-20,102056.14,11.02,Michellemouth,New Jersey,India,garzarenee@hoover.com,001-029-777-6097x143,Good,33,28,4,3,Female,28
329,Aaron,Baker,IT,Coordinator,2024-12-20,41187.6,16.4,Reginamouth,Ohio,India,ntucker@hotmail.com,(171)757-3758x53389,Excellent,10,17,18,6,Male,36
330,Kristen,Irwin,Operations,Developer,2022-02-21,90845.79,19.56,Lake Patricia,Florida,India,jimmyberry@johnson.com,(442)069-6914x67640,Good,34,25,29,4,Male,47
331,Elizabeth,Jones,Operations,Manager,2016-11-25,48800.99,17.87,Garystad,Virginia,India,ucraig@hill-salas.com,(821)309-2534x896,Good,26,5,35,3,Male,26
332,Beth,Hunt,Finance,Coordinator,2021-09-03,38526.72,10.85,Port Timothy,Maine,India,jerry14@sullivan-cole.com,001-043-145-5916x5665,Poor,43,16,48,7,Female,42
333,Geoffrey,Nolan,HR,Executive,2016-12-24,71001.89,12.75,Gibbsstad,Kansas,India,garzapatricia@yahoo.com,6790455138,Good,15,15,5,5,Female,48
334,Paul,Fowler,Operations,Executive,2019-09-14,85158.85,7.01,Elizabethbury,Alabama,India,sean90@yahoo.com,001-986-513-6150,Good,9,21,19,3,Female,30
335,John,Bennett,Operations,Developer,2019-03-09,31539.6,11.47,Port Pamela,Maine,India,ramirezbrandon@gmail.com,242-481-7096,Poor,50,22,15,11,Female,44
336,Wendy,Martin,Finance,Developer,2022-08-06,45475.85,11.47,New Maureen,Michigan,India,eric19@hale.info,0728283069,Poor,25,22,31,4,Male,48
337,Rodney,Green,Operations,Manager,2016-11-28,74035.71,7.26,North Stephanie,Wisconsin,India,chasetony@yahoo.com,+1-795-958-2975x0639,Good,5,15,44,13,Male,27
338,Mark,Patrick,IT,Manager,2021-12-22,89486.1,15.14,New Tony,Delaware,India,justin84@mueller.com,001-851-086-7541x1508,Poor,47,22,5,15,Male,48
339,Jacob,Burke,Finance,Analyst,2021-07-22,68037.37,17.61,New Paigeside,Kentucky,India,williamcummings@franklin.info,(968)151-7757,Good,27,2,2,6,Female,31
340,Steven,Davis,IT,Coordinator,2023-08-30,39838.49,16.55,Port Andrea,Montana,India,gutierrezamy@yahoo.com,669.114.3741,Poor,36,16,19,9,Female,31
341,David,Ortiz,IT,Developer,2020-12-02,98676.24,12.0,Patriciahaven,Hawaii,India,kathleenfreeman@smith.com,001-867-277-0351x4371,Poor,33,30,49,11,Male,42
342,Laurie,Johnson,Marketing,Executive,2020-11-13,90125.9,9.83,Port Joel,Alaska,India,nancy23@gmail.com,243-418-9503x3100,Poor,5,25,2,3,Female,59
343,Tami,Carr,Finance,Executive,2024-09-29,67035.82,12.4,Jesusberg,New York,India,anthony37@taylor.com,001-364-823-4023x90143,Poor,45,18,46,8,Male,44
344,Courtney,Davis,IT,Coordinator,2018-03-01,96758.03,12.39,South Shannonport,Arizona,India,lanetina@gmail.com,001-462-774-9367x492,Excellent,16,20,43,8,Female,55
345,Kelly,Smith,Marketing,Manager,2021-02-20,111280.55,13.21,Lake Jamesstad,Colorado,India,amanda57@freeman.com,786.594.3476x408,Poor,21,5,41,6,Male,46
346,John,Jones,Finance,Developer,2025-02-09,67900.63,5.56,Pruitthaven,Hawaii,India,stacycarter@coleman-gonzales.biz,1492322084,Average,6,17,16,14,Male,27
347,Anthony,Ramos,Operations,Manager,2019-06-28,73702.61,7.61,Lake Darlene,South Dakota,India,henrylindsay@hotmail.com,085.601.9702x62432,Good,28,24,20,15,Male,27
348,Mark,Jimenez,Finance,Coordinator,2015-10-24,31192.86,5.36,Eatonstad,Arizona,India,greenecharles@hotmail.com,(722)746-3374x313,Poor,37,22,12,7,Female,22
349,Daniel,Brown,HR,Developer,2020-04-25,31622.73,11.08,Port Kellybury,Texas,India,rodriguezkelly@phillips.com,315.117.6865,Good,23,30,23,3,Female,40
350,Joseph,Davis,HR,Coordinator,2024-12-21,40031.86,5.43,Josephmouth,Indiana,India,wadeabigail@melton-clark.biz,+1-255-224-7367x69007,Average,11,9,50,12,Female,60
351,Richard,Roberts,Marketing,Analyst,2022-11-01,67628.95,18.18,South Lisa,Oregon,India,fisherfrank@clark.com,001-638-555-8463x6369,Average,6,21,40,4,Male,59
352,Jason,Daniels,Marketing,Manager,2017-11-19,102739.36,5.18,New Nancymouth,Utah,India,jordandavis@morrison.net,+1-469-925-4766x55015,Poor,10,30,42,11,Male,45
353,Latasha,Myers,HR,Manager,2021-03-22,71764.3,7.31,South Stacy,Minnesota,India,crystalstevenson@hotmail.com,517.720.8056x37316,Poor,9,1,10,1,Female,49
354,Nicholas,Rubio,Marketing,Coordinator,2019-05-09,80425.13,16.35,North Benjamin,Vermont,India,ppitts@thompson-miller.com,614.024.0830,Excellent,24,12,41,4,Male,52
355,Susan,Walker,Operations,Manager,2017-07-25,108912.03,10.35,East Elizabeth,Illinois,India,thomas24@jackson.biz,791.898.8405,Poor,21,12,28,15,Male,56
356,Amy,Williams,IT,Developer,2018-06-04,61790.18,8.75,Charlestown,North Carolina,India,qwood@yahoo.com,(162)240-7034x6753,Good,31,22,18,12,Male,32
357,Matthew,Mcdonald,IT,Executive,2020-05-25,52321.97,12.14,South Caleb,South Dakota,India,cbarton@yahoo.com,001-274-572-4591,Excellent,24,22,48,11,Female,29
358,Dean,Walls,Operations,Coordinator,2024-07-28,61533.96,13.06,South Lisa,Nebraska,India,clarkcaitlyn@yahoo.com,509.218.5186,Poor,8,9,18,5,Male,49
359,Jodi,Weeks,Operations,Executive,2021-10-24,111903.95,6.2,Nelsonmouth,Nebraska,India,erik56@white-walls.org,502-387-9897x199,Poor,14,13,28,3,Male,25
360,Crystal,Barrera,Finance,Coordinator,2017-12-23,101713.41,9.27,Pollardbury,New Hampshire,India,leslie52@jones.org,652-858-9169x4128,Average,20,24,50,6,Female,34
361,Chad,Baker,Operations,Manager,2019-01-23,35382.98,19.34,New Ashley,Iowa,India,kaitlynbrewer@gmail.com,1735231228,Excellent,21,6,28,12,Male,56
362,Mary,King,Operations,Manager,2017-02-27,98330.38,9.84,Harrisstad,Idaho,India,ophillips@coleman-booth.com,001-714-937-3669x10585,Average,42,3,36,13,Female,47
363,Alexander,Evans,Operations,Analyst,2020-06-09,51984.37,6.25,Annamouth,Maryland,India,sarah44@lowery.org,866.349.1081x42487,Poor,26,1,6,9,Female,25
364,Brittany,Gomez,Operations,Executive,2023-06-22,46192.29,9.16,Wolfestad,Arizona,India,aherman@downs-alvarado.com,(514)543-1462x815,Excellent,7,21,36,3,Female,45
365,Sheri,Burnett,Marketing,Analyst,2016-12-22,56984.24,15.16,Mckayview,Indiana,India,stephanie03@hotmail.com,(437)059-3615x04243,Excellent,23,1,41,7,Female,32
366,Cory,Clark,Marketing,Executive,2017-01-28,109221.99,19.93,East Alyssa,Colorado,India,taylorleah@ferguson-kelley.com,+1-625-336-2841x6617,Poor,44,6,39,8,Female,38
367,Joshua,White,IT,Executive,2019-08-11,31342.1,6.72,Lawrencebury,Oregon,India,zunigajames@yahoo.com,872.497.4389,Poor,4,25,4,9,Female,37
368,Phillip,Richardson,Marketing,Coordinator,2015-12-05,74652.39,10.63,New Shelly,Hawaii,India,josephramirez@madden.net,(673)299-3832,Average,6,18,9,5,Male,40
369,David,Young,HR,Developer,2019-06-29,32990.62,8.75,West Karenton,Louisiana,India,duranwilliam@romero.com,+1-457-531-6670,Poor,39,9,29,12,Male,59
370,Lisa,Miller,HR,Executive,2016-10-21,110881.42,6.28,South Cory,Alaska,India,ptownsend@gonzalez-hickman.com,616.346.0792,Excellent,7,15,3,12,Male,33
371,Mark,Hobbs,Marketing,Analyst,2022-07-04,49752.77,6.85,Holtside,Michigan,India,uross@harris.net,748.855.5184,Excellent,40,16,22,9,Female,37
372,Linda,Brady,IT,Developer,2019-10-04,80829.66,10.42,North Devon,West Virginia,India,nicholas52@yahoo.com,094-570-0390,Excellent,15,1,31,1,Male,25
373,Jennifer,Ballard,Marketing,Executive,2019-02-11,48551.45,10.31,West Noah,Minnesota,India,katelyn56@hotmail.com,(826)407-2853,Excellent,2,28,18,3,Female,26
374,Pamela,Greene,Finance,Executive,2023-12-29,40322.31,5.36,East Julieshire,Oklahoma,India,daniel52@gmail.com,575.864.3041,Excellent,35,5,24,3,Male,50
375,Ronald,Meyer,Finance,Developer,2022-04-05,55300.58,12.85,South Jessicaport,Missouri,India,henry26@obrien-diaz.net,612-410-3840,Average,9,28,41,4,Female,48
376,Larry,Berg,HR,Manager,2021-03-10,91279.95,10.95,Lake Jasmine,Hawaii,India,zhangthomas@rodriguez-murray.net,001-862-683-6716x56981,Excellent,14,21,34,1,Male,57
377,Denise,Hunter,Finance,Coordinator,2022-04-15,69380.18,13.38,Michaeltown,Wyoming,India,lopezbobby@zamora.com,+1-787-310-6243,Poor,6,6,32,8,Male,28
378,Lisa,Hall,Operations,Coordinator,2022-06-22,47341.14,15.51,East James,Tennessee,India,clarkjerry@gmail.com,2531462449,Excellent,42,26,50,4,Female,55
379,Edwin,Elliott,Marketing,Executive,2019-12-12,52230.4,19.06,West Kimberlymouth,Wyoming,India,osullivan@hotmail.com,(743)062-0966,Average,1,25,32,2,Female,29
380,Tiffany,Torres,Operations,Manager,2016-09-01,65209.81,10.1,Lake Robert,Delaware,India,woodsjacqueline@parker.com,100-100-9319x15681,Good,22,25,6,5,Male,40
381,Robert,Douglas,IT,Coordinator,2020-05-08,59545.1,19.88,New Jasonton,North Carolina,India,dschultz@hicks.biz,+1-998-736-3712x415,Good,48,4,20,12,Male,43
382,Steven,Taylor,HR,Manager,2022-05-04,104431.87,11.56,Hernandezhaven,South Carolina,India,stacylutz@robinson.com,+1-871-402-5035x7400,Average,33,27,46,12,Male,36
383,Justin,Cobb,Operations,Analyst,2021-08-09,89522.11,6.96,New David,Oklahoma,India,currysamantha@hotmail.com,876.359.2532,Good,10,25,5,11,Male,22
384,Heather,Martinez,HR,Analyst,2024-05-11,81122.06,12.9,Scottmouth,Wisconsin,India,heatherbrandt@diaz-stone.com,001-551-407-2903x44793,Poor,13,19,50,5,Male,29
385,Ann,Hughes,IT,Manager,2020-11-07,55242.61,5.14,New Davidton,New Hampshire,India,lamsharon@gmail.com,(554)010-9375x8711,Excellent,10,3,32,8,Male,57
386,Kayla,Moreno,Finance,Manager,2025-02-22,83470.22,10.2,East Laurafort,North Carolina,India,margaretpark@hernandez-macias.com,624-062-4518,Average,26,2,27,12,Male,52
387,Brian,Kerr,HR,Analyst,2019-11-19,55049.51,19.48,Schultzside,Missouri,India,alewis@yahoo.com,(895)465-0188,Good,24,5,19,13,Female,48
388,Rebecca,Bautista,IT,Executive,2021-06-26,52610.1,11.75,Tonyland,Maine,India,murraychristopher@yahoo.com,781.995.2636,Poor,12,16,29,1,Female,43
389,David,Blankenship,HR,Analyst,2023-12-21,95756.09,12.31,New Kathyland,Kansas,India,katrinasingleton@patrick.com,001-665-259-7888x459,Good,19,12,27,1,Female,49
390,Andrea,Walker,Operations,Analyst,2016-02-18,45980.87,8.48,Howardberg,Alaska,India,johnsonsteven@kelly.biz,(757)645-8628x4550,Excellent,28,1,41,14,Female,35
391,Jeremiah,Craig,Finance,Analyst,2017-11-17,114170.73,10.94,Port Josephtown,Massachusetts,India,nmoore@king-garcia.com,829-436-2714,Poor,30,1,17,2,Female,39
392,Stephanie,Mitchell,Marketing,Manager,2025-02-07,70451.09,7.51,North William,Kansas,India,douglasjames@kim.net,+1-689-226-6804x00430,Average,3,2,49,10,Male,35
393,Paul,Benson,Finance,Manager,2017-10-22,72824.29,13.64,West Johnborough,Ohio,India,hmiller@leonard-alvarez.com,+1-530-684-0320x0252,Good,32,10,24,12,Male,59
394,Gabrielle,Johnson,Marketing,Coordinator,2021-11-07,51012.59,13.39,Brendaburgh,Virginia,India,garciapatrick@yahoo.com,654-182-6045,Poor,49,14,30,14,Female,35
395,Jennifer,Cooper,Marketing,Analyst,2020-10-11,72557.57,6.19,North Heatherland,West Virginia,India,hwright@smith.biz,+1-484-617-1729,Excellent,33,16,45,15,Male,42
396,Nancy,Clark,Marketing,Manager,2018-10-15,81310.88,16.28,Manninghaven,Nevada,India,james48@gmail.com,(732)083-1209,Good,33,29,12,6,Female,45
397,Thomas,Lee,Marketing,Developer,2024-10-10,42260.51,12.76,Cookburgh,Vermont,India,joannajordan@gmail.com,001-380-603-2152x17480,Good,48,17,13,7,Female,25
398,Jeffrey,Nelson,Marketing,Manager,2016-10-30,101343.95,15.47,Maciasport,Iowa,India,wandamaldonado@wells.com,033.588.2156x653,Good,23,22,14,10,Male,24
399,Becky,Smith,HR,Coordinator,2022-03-17,55642.34,19.94,North Christopher,Missouri,India,jenniferwatson@hotmail.com,+1-070-614-2967,Poor,26,30,29,10,Male,53
400,Ashley,Houston,Marketing,Executive,2018-06-11,87809.78,6.8,North Johnborough,South Carolina,India,theresajensen@patterson-harris.net,889-902-3372x18744,Excellent,21,15,3,6,Male,25
401,Lauren,Tucker,Marketing,Coordinator,2019-08-29,100563.94,12.06,Zacharyborough,South Dakota,India,ronald65@moore.biz,+1-745-199-5112,Average,47,4,33,11,Female,48
402,Shannon,Burns,IT,Analyst,2021-02-26,57750.09,14.4,Port Leeland,Texas,India,nwagner@gmail.com,(700)462-4968x3729,Average,12,0,3,5,Male,36
403,Stephanie,Yates,Finance,Coordinator,2020-07-13,59567.97,14.24,Jadechester,New York,India,uhughes@dean-taylor.info,084-277-1176x6023,Poor,20,7,9,10,Male,50
404,Brenda,Fleming,IT,Developer,2019-09-27,39278.14,8.04,Tiffanyfort,Louisiana,India,austinkimberly@smith.net,9785794878,Excellent,37,27,40,2,Male,41
405,Garrett,Dean,Marketing,Manager,2016-03-02,59768.26,15.17,Tonymouth,Idaho,India,robert57@anderson-harper.org,884-203-4374,Poor,39,8,9,14,Male,34
406,Jessica,Lowe,Marketing,Coordinator,2016-08-20,56593.21,19.26,Jerrychester,Arkansas,India,sue46@jones.com,315.505.1509,Good,36,6,41,11,Male,46
407,Christopher,Jordan,Operations,Executive,2018-12-05,31508.77,16.76,Jasonfort,Idaho,India,james56@williams.com,+1-779-159-8768x31959,Good,13,17,41,2,Female,44
408,Megan,Miller,IT,Manager,2022-05-28,95303.3,17.51,East Chad,Kentucky,India,matthew85@farrell.net,571-446-4857x3855,Excellent,39,23,38,5,Male,28
409,Michele,Jones,Operations,Analyst,2024-02-10,98939.71,16.02,Chanhaven,Idaho,India,angela29@hotmail.com,933-734-2297x133,Good,7,23,24,14,Female,44
410,Steven,Davila,Finance,Developer,2022-05-14,84608.14,10.67,Loveside,Georgia,India,nramos@garrett.com,(972)708-1059x886,Average,43,23,22,15,Female,28
411,Gloria,Kelly,HR,Executive,2017-12-23,70252.67,9.13,West Judithmouth,Arizona,India,gfletcher@smith-wood.com,(996)323-5698,Poor,24,22,33,8,Male,56
412,Paul,Burke,HR,Coordinator,2024-01-10,43537.85,17.09,Joshuaton,New Jersey,India,kprice@yahoo.com,326.843.5467,Excellent,34,0,35,1,Female,46
413,Tyler,Johnson,Marketing,Coordinator,2019-04-17,69311.5,12.38,Smithmouth,Vermont,India,beth17@gmail.com,067-639-5662x864,Poor,30,21,9,5,Male,59
414,Jamie,Hinton,Marketing,Developer,2024-05-13,82598.18,18.51,East Gailport,Kentucky,India,hickmandaniel@russell-smith.biz,+1-053-916-1715x54005,Excellent,46,2,48,10,Female,22
415,Anthony,Greene,Operations,Analyst,2021-01-17,49613.16,17.62,Meyersmouth,Iowa,India,herringbilly@hotmail.com,+1-551-602-6391x751,Average,41,7,17,10,Female,43
416,Robert,Hall,Operations,Analyst,2021-08-23,110974.84,13.89,Lewishaven,Wisconsin,India,pwalker@hotmail.com,6405587933,Poor,31,1,2,14,Male,60
417,Kelly,Erickson,HR,Coordinator,2025-06-11,119569.89,9.85,Dillonmouth,Connecticut,India,vasquezmark@hotmail.com,001-321-051-7811,Poor,30,28,44,14,Female,47
418,Shannon,Holland,HR,Executive,2021-03-14,84031.99,7.33,Christophershire,Mississippi,India,michael82@hotmail.com,+1-190-458-2311,Poor,38,17,2,8,Female,30
419,Jillian,Sweeney,IT,Coordinator,2023-11-11,92320.91,17.59,Deborahbury,Kentucky,India,wpeterson@yahoo.com,+1-686-548-7801x199,Poor,20,4,24,8,Female,37
420,Charles,Johnson,HR,Analyst,2019-12-09,87044.48,17.09,North Tonyaside,Idaho,India,craig59@gilbert.com,921.191.0024,Good,47,1,27,10,Male,38
421,Connor,Franklin,Marketing,Manager,2017-05-18,90272.4,13.1,Louisfurt,Wyoming,India,davismichelle@walker-brown.biz,+1-826-211-5936x698,Average,17,1,17,13,Male,44
422,Charles,Haynes,Operations,Developer,2022-10-08,87835.78,7.06,Johnton,Ohio,India,jacobmurphy@campbell.info,525.843.8510x47212,Average,27,5,27,14,Male,46
423,Kathleen,Gonzalez,Marketing,Developer,2022-06-07,32486.39,15.91,Porterfort,Idaho,India,andrewjackson@flores.net,(779)867-0486,Excellent,26,18,19,14,Male,50
424,Brittany,Gibbs,IT,Developer,2021-05-06,42964.94,15.98,Lake Robert,Massachusetts,India,wellssamantha@bowen.info,(536)598-1754x6868,Poor,49,26,35,9,Female,50
425,Barbara,Ramirez,Finance,Developer,2018-01-28,67231.36,10.95,North Elizabethville,North Carolina,India,michael50@gmail.com,001-616-129-4984x2517,Excellent,20,17,15,14,Female,27
426,Spencer,Bates,Operations,Coordinator,2017-04-02,51831.69,15.3,East Brittany,Maryland,India,mendezbrittany@yahoo.com,488.961.8451x693,Average,8,0,43,2,Male,43
427,Evelyn,Andrews,Finance,Executive,2018-12-27,39413.76,7.79,Tiffanyville,Maine,India,robinsonmatthew@gmail.com,994.083.3404x505,Poor,42,5,26,4,Female,33
428,David,Martinez,Operations,Executive,2015-08-20,118076.84,17.07,West Elaine,South Dakota,India,zhart@gmail.com,+1-477-136-1760x5859,Good,30,0,42,5,Female,54
429,James,Mathis,Operations,Developer,2020-11-13,91113.22,7.01,South Susanmouth,Oklahoma,India,fharris@mcgee.biz,630-103-3169,Poor,38,4,6,8,Male,24
430,Robert,Watson,IT,Executive,2022-10-02,51212.75,16.61,Heathertown,Texas,India,russellstewart@gmail.com,(689)757-1919,Poor,8,16,43,10,Female,49
431,Jenna,Henry,Finance,Manager,2018-02-07,118645.45,12.07,East Brandon,Indiana,India,ashleychapman@hotmail.com,196-538-5015x8205,Excellent,48,24,36,7,Female,46
432,Nicholas,Adams,Operations,Developer,2019-09-12,114407.92,13.23,West Angelicaport,Louisiana,India,shelleybecker@yahoo.com,(690)480-8658,Excellent,19,4,41,11,Male,42
433,Patrick,Snow,Finance,Analyst,2020-10-01,98611.96,11.03,North Vanessa,Arizona,India,luis48@mcdonald.com,001-066-551-3967x385,Good,15,28,50,4,Male,57
434,Jenna,Hill,HR,Analyst,2018-06-11,105489.03,13.05,West Kim,New York,India,michelle65@mcpherson.com,703-684-2860,Excellent,44,20,2,4,Male,55
435,John,Roberts,HR,Analyst,2021-06-20,69524.17,5.63,East Megan,South Carolina,India,amybarton@lee-williams.com,3562692065,Average,39,6,18,5,Female,38
436,Bryan,Hammond,Operations,Analyst,2024-07-18,97621.09,13.06,Garrisonchester,Kansas,India,teresaunderwood@matthews.biz,826-893-7111x3437,Average,33,29,40,15,Female,23
437,Tracy,Weaver,IT,Coordinator,2025-03-16,31879.25,11.71,Lisafort,Florida,India,johnsonalexander@gmail.com,562.392.5779,Excellent,38,19,11,4,Male,58
438,Tiffany,Ellis,Marketing,Analyst,2018-04-08,36293.01,9.99,Brookeland,Kentucky,India,troy99@wagner.org,001-996-880-2513x91720,Excellent,35,0,34,13,Female,37
439,Mark,Watkins,Operations,Coordinator,2023-12-04,48515.55,8.56,East Victoriabury,Alaska,India,james51@hotmail.com,138-470-7701x6271,Excellent,3,2,29,5,Female,57
440,Shawn,Holmes,IT,Analyst,2021-04-18,101061.89,19.94,South Amy,Ohio,India,ana58@stewart-rubio.org,+1-691-953-2222x68321,Good,42,10,22,8,Male,31
441,Brian,Ford,IT,Developer,2019-01-21,103117.54,12.26,North Heather,Massachusetts,India,kimberly20@yahoo.com,+1-019-867-3237,Poor,16,2,39,6,Male,39
442,Chris,Park,IT,Analyst,2025-04-17,60051.17,10.37,Port Donaldton,Vermont,India,heather16@hotmail.com,3965878665,Excellent,39,24,20,15,Female,59
443,Julian,Smith,HR,Manager,2020-12-14,62957.5,11.97,Brandimouth,Illinois,India,cluna@gmail.com,+1-561-766-3692x7127,Excellent,39,23,13,14,Male,60
444,John,Brown,HR,Manager,2023-10-06,73255.59,16.87,Stevenmouth,Florida,India,laurenphillips@gmail.com,(572)482-2970,Average,43,20,17,15,Female,30
445,Tara,Wilson,Marketing,Executive,2019-04-08,49221.72,5.75,West Amanda,Pennsylvania,India,taylorjuan@hotmail.com,001-204-996-1536x1031,Poor,1,13,11,4,Male,23
446,Katherine,Reed,Marketing,Analyst,2024-03-04,79504.12,18.08,Jaimemouth,Oklahoma,India,paula61@gmail.com,+1-324-504-5013,Good,38,16,45,3,Male,27
447,Jose,Holland,Marketing,Analyst,2022-10-23,74066.18,6.6,New Stevenbury,South Dakota,India,manndavid@wise-leonard.com,001-839-342-2354x0269,Excellent,16,15,12,6,Male,38
448,Elizabeth,Reynolds,Marketing,Analyst,2017-01-16,39942.68,6.15,Woodsmouth,Hawaii,India,ohanson@hotmail.com,045.765.8987x743,Excellent,5,21,3,5,Female,57
449,Keith,Morales,HR,Coordinator,2025-04-22,59166.72,12.03,Rebeccafurt,Nevada,India,wvasquez@yahoo.com,7241900753,Poor,20,25,49,1,Male,22
450,Pam,Hammond,Operations,Manager,2021-11-03,104160.6,16.31,Lake Jamie,New Hampshire,India,cynthia55@butler.biz,8100284534,Average,21,18,19,13,Female,27
451,Cody,Lopez,IT,Manager,2017-02-03,68738.54,17.44,North Anthonyborough,Indiana,India,fredericktaylor@yahoo.com,(632)700-9806x9907,Average,20,5,48,5,Male,34
452,Ashley,Jordan,IT,Executive,2017-10-04,104922.4,5.83,North Mary,Virginia,India,eugenearmstrong@clark.biz,451-219-1701x23163,Excellent,48,6,26,10,Female,52
453,Kelly,Weiss,Finance,Manager,2018-07-27,70085.77,5.59,Port Scottborough,Indiana,India,carterjeff@hotmail.com,058-606-4343,Average,5,30,35,11,Male,31
454,Justin,Martinez,Marketing,Developer,2021-05-28,90128.49,15.56,North Brian,Hawaii,India,mbraun@yahoo.com,001-361-623-1144x704,Average,37,19,35,6,Female,52
455,Justin,Richardson,IT,Manager,2020-02-14,114437.56,9.58,Sanchezhaven,Iowa,India,walleric@yahoo.com,965.105.7236,Excellent,17,29,36,13,Male,25
456,Timothy,Taylor,Operations,Developer,2016-03-22,39586.96,7.32,Christopherstad,North Dakota,India,crawfordjacob@miller-montoya.com,(419)618-2136x810,Poor,6,14,5,1,Female,30
457,Valerie,Francis,Operations,Coordinator,2017-03-08,115884.59,15.15,Smithburgh,Florida,India,gravesbrent@gardner.com,+1-996-217-4259x76830,Poor,14,12,11,2,Male,26
458,Anthony,Powell,Finance,Executive,2022-12-13,48544.74,13.54,Joyceside,Oregon,India,qadams@yahoo.com,(555)552-4432x8930,Average,14,10,37,3,Female,47
459,Arthur,Warren,HR,Analyst,2016-10-02,36445.68,11.85,Valeriefort,New York,India,palmeralvin@patel-estrada.org,(173)438-2906,Excellent,32,28,34,4,Male,35
460,Frank,Jordan,IT,Coordinator,2018-12-24,41102.82,11.57,Matthewfurt,Maryland,India,cstrong@schultz.com,611-250-6157x16442,Excellent,49,7,3,7,Male,26
461,Don,Villegas,Operations,Analyst,2018-04-04,46397.75,13.19,Mathewfort,Alabama,India,sschmidt@yahoo.com,(626)699-1582x4751,Average,2,16,25,2,Female,34
462,Daniel,Johnson,IT,Executive,2020-01-11,115501.92,8.27,Johnsonstad,New Hampshire,India,emilymendez@prince.net,554-094-7268,Average,29,3,44,15,Female,34
463,Robert,Kirby,Marketing,Analyst,2019-11-02,41911.78,15.8,Kingside,Missouri,India,derek39@gmail.com,222-967-5008x95060,Poor,27,12,7,3,Female,26
464,Sean,Robertson,Finance,Analyst,2023-04-05,71782.48,6.77,Mariohaven,New Mexico,India,rodgersjason@gmail.com,(253)929-3288,Excellent,37,8,37,12,Male,38
465,Patricia,Ross,Finance,Developer,2023-05-02,54512.56,15.72,Cathyview,New Hampshire,India,bballard@bailey.com,019-287-5081x9468,Poor,4,29,4,13,Female,32
466,Kenneth,Lozano,IT,Manager,2021-07-13,47789.74,15.35,Lake Angela,Maine,India,richard41@hotmail.com,(508)073-3006x890,Excellent,3,25,44,15,Female,32
467,Robert,Salazar,Operations,Executive,2017-02-24,81552.5,18.03,Byrdport,Kansas,India,sullivanandrew@hotmail.com,701.846.2915x809,Good,40,12,16,7,Female,43
468,Caitlyn,Roach,HR,Analyst,2016-03-15,47611.09,15.48,West Michelle,Minnesota,India,macdonaldolivia@yahoo.com,(966)062-5915x010,Good,48,23,33,12,Female,47
